은행명,상품종류,상품이름,조항,조항이름,조항내용
우리은행,예금,예금거래기본약관,제12조,(고객확인 및 검증 등),"① 『특정 금융거래정보의 보고 및 이용 등에 관한 법률』과 『공중 등 협박목적 및 대량살 상무기확산을 위한 자금조달행위의 금지에 관한 법률』에 따라 은행은 고객확인 및 검증을 위하여 다음 각 호의 정보 및 자료를 요구하며, 이를 거부하거나 확인·검증이 충분히 이루어지지 않을 경우 요청한 금융거래가 지연되거나 거절된다.
1. 개인항 목 정 보 자 료신원 성명, 실명번호, 국적, 주소(거소), 실명확인증표(주민등록증/운전면허증/여권 등), 정보 연락처 등 행정정보문서(주민등록등본 등) 직장 직장명, 업종, 직장주소 등 직장정보 문서(재직증명서 등) 정보 추가 추가정보 확인이 가능한 자료 거래목적, 자금원천, 재산현황 등정보 (부동산계약서, 공과금 고지서 등)
※ 실제소유자가 다른 경우 추가 서류 요구될 수 있다.
*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 4 -

2. 법인(단체) 항 목 정 보 자 료법인(단체)명, 실명번호, 주소, 연락처, 실명확인증표(사업자등록증 등), 신원 대표자 정보, 업종, 설립목적, 대표자 신원정보문서, 법인(단체) 확인문서(법인등 정보 실제소유자(주요 주주 및 임원) 정보 등 기부등본/정관 등), 주주명부 추가 회사 경영정보, 거래목적, 자금원천, 기타 추가정보 확인이 가능한 자료 정보 기부관련 정보 등 (전자세금계산서, 각종 인허가서 등)
② 『특정 금융거래정보의 보고 및 이용 등에 관한 법률』에서 정의한 가상자산사업자는 은행에 가상자산사업자임을 고지하여야 하며, 고지하지 않아 고객확인 및 검증이 충분히 이루어지지 않을 경우 금융거래가 거절되거나 종료된다.
③ 『공중 등 협박목적 및 대량살상무기확산을 위한 자금조달행위의 금지에 관한 법률』에 의거 금융거래 제한대상자로 지정되어 고시된 자, UN에서 지정하는 제재대상자, 국제 사회 또는 해외지점 소재 국가의 정부에서 발표한 금융거래제한 대상자에 대하여는 금융거래가 제한되거나 거절된다."
우리은행,예금,예금거래기본약관,제13조,(지급시기),"① 입출금이 자유로운 예금은 거래처가 찾을 때 지급한다. 이 경우 기업자유예금은 먼저 예금한 금액부터 지급한다.
② 거치식․적립식 예금은 만기일 이후 거래처가 찾을 때 지급한다."
우리은행,예금,예금거래기본약관,제14조,(양도 및 질권설정),"① 거래처가 예금을 양도하거나 질권설정하려면 사전에 은행에 통지하고 동의를 받아야 한다. 다만, 법령에 의하여 금지되는 경우에는 양도나 질권설정을 할 수 없다.
② 입출금이 자유로운 예금은 질권설정할 수 없다."
우리은행,예금,예금거래기본약관,제15조,(사고․변경사항의 신고),"① 거래처는 통장․도장․카드 또는 증권이나 그 용지를 분실․도난․멸실․훼손했을 때
는 곧 서면으로 신고하여야 한다. 다만, 긴급하거나 부득이 할 때는 영업시간 중에 전화 등으로 신고할 수 있으며 이 때는 다음 영업일 안에 서면신고하여야 한다.
② 거래처는 인감 또는 서명, 비밀번호, 성명, 상호, 대표자명, 대리인명, 주소, 전화번호 기타 신고사항을 바꿀 때에는 서면으로 신고하여야 한다. 다만, 비밀번호는 서면신고 없이 전산통신기기를 이용하여 바꿀 수 있으며, 이 경우 계좌번호, 주민등록번호, 비밀번호 등 은행이 정한 요건이 맞으면 은행은 새로운 비밀번호로 변경처리한다.
③ 거래처는 주소, 전화번호 등의 일부 신고사항에 대하여는 은행이 정한 방법에 따라 전산통신기기를 이용하여 변경할 수 있다.
*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 5 -

④ 제1항 및 제2항의 신고는 은행이 이를 접수한 뒤 전산입력 등 필요한 조치를 하는데 걸리는 합리적인 시간이 지나면 그 효력이 생기며 전산장애 등 불가항력적인 사유로 처리하지 못한 때는 복구 등 사유해제시 즉시 처리하여야 한다.
⑤ 제1항의 신고를 철회한 때는 거래처 본인이 서면 또는 전산통신기기 등으로 하여야 한다."
우리은행,예금,예금거래기본약관,제16조,"(통장, 카드의 재발급 등)","제15조에 따라 통장․도장․카드에 대한 사고신고가 있을 때에는 은행은 신고인이 거래
처 본인임을 확인하는 등 필요한 조치를 마친 뒤에 재발급하거나 지급한다."
우리은행,예금,예금거래기본약관,제17조,(통지방법 및 효력),"① 은행은 오류의 정정 등 예금거래에서 발생하는 일반적 사항을 통보하는 경우에는 거래처가 신고한 연락처로 전화통보할 수 있다. 이 때, 통화자가 거래처 본인이 아닌 경우, 그 통화자가 은행의 통지내용을 이해하고 이를 거래처에 전달할 것이라고 믿을 충분한 이유가 있는 때에는 거래처에 정당하게 통보한 것으로 본다.
② 은행이 예금거래에서 발생하는 일반적 사항을 서면으로 통지했을 때는 천재지변 등불가항력적인 경우 외에는 보통의 우송기간이 지났을 때 도달한 것으로 본다.
③ 은행은 예금계약의 임의해지 등 중요한 의사표시를 하는 때에는 서면으로 하여야 하
며 그 통지가 거래처에 도달되어야 의사표시의 효력이 생긴다. 다만, 관계법령 또는 어음교환소규약 등에 의하여 예금계약을 해지한 경우나 거래처가 제15조에 의한 변경 신고를 게을리하여 도달되지 않은 때에는 그러하지 아니하다."
우리은행,예금,예금거래기본약관,제18조,(면 책),"① 은행은 예금지급청구서, 증권 또는 신고서 등에 찍힌 인영(또는 서명)을 신고한 인감 (또는 서명감)과 육안으로 주의 깊게 비교․대조하여 틀림없다고 여기고, 예금지급청 구서 등에 적힌 비밀번호나 PIN-Pad기를 이용하여 입력된 비밀번호가 신고 또는 등록한 것과 같아서 예금을 지급하였거나 기타 거래처가 요구하는 업무를 처리하였을 때에는 인감이나 서명의 위조․변조 또는 도용이나 그밖의 다른 사고로 인하여 거래 처에 손해가 생겨도 그 책임을 지지 않는다. 다만, 은행이 거래처의 인감이나 서명의 위조․변조 또는 도용 사실을 알았거나 알 수 있었을 때는 그러하지 아니하다.
② 전산통신기기 등을 이용하거나 거래정보 등의 제공 및 금융거래명세 등의 통보와 관련하여 은행이 책임질 수 없는 사유로 계좌번호, 비밀번호 등의 금융정보가 새어나가 거래처에 손해가 생겨도 은행은 그 책임을 지지 않는다.
③ 은행이 거래처의 실명확인증표 등으로 주의 깊게 본인확인하여 예금을 지급하였거나 기타 거래처가 요구하는 업무를 처리하였을 때에는 위조․변조 또는 도용이나 그밖의 다른 사고로 인하여 거래처에 손해가 생겨도 그 책임을 지지 않는다. 다만, 은행의 고 *이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 6 -

의 또는 과실로 인한 귀책사유가 있는 경우 은행은 그 책임의 일부 또는 전부를 부담 한다.
④ 은행이 주민등록증 등 실명확인증표로 주의 깊게 실명확인하거나 실명전환한 계좌는 거래처가 실명확인증표 또는 서류의 위조․변조․도용 등을 한 경우, 이로 인하여 거래 처에 손해가 생겨도 은행은 그 책임을 지지 않는다.
⑤ 거래처가 제15조제1항, 제2항, 제4항의 신고나 절차를 미루어 생긴 손해에 대해 은행
은 그 책임을 지지 않는다. 다만, 이 경우에도 은행은 거래처에 손해가 발생하지 않도
록 선량한 관리자로서의 주의를 다하여야 한다."
우리은행,예금,예금거래기본약관,제19조,(수수료),"① 거래처가 개설점 아닌 다른 영업점이나 다른 금융기관 또는 전산통신기기 등을 통해 거래할 때 은행은 온라인수수료나 추심수수료 등을 받을 수 있다.
② 은행은 제1항의 경우 외에도 거래처가 자기앞수표 발행 등을 원하거나 거래처 잘못으
로 통장재발행 등을 요청하는 경우 그 사무처리와 관련하여 수수료를 받을 수 있다.
③ 제1항, 제2항과 관련한 수수료표는 영업점 및 인터넷 홈페이지에 게시한다."
우리은행,예금,예금거래기본약관,제20조,(오류처리 등),"① 은행이 예금원장이나 통장거래내용을 사실과 다르게 처리하였을 때에는 이를 확인하
여 바르게 고치고 그 사실을 거래처에 통지하여야 한다.
② 거래처는 거래를 마친 때 그 내용이 맞는가를 확인하고, 거래내용이 사실과 다를 때에는 바르게 고칠 것을 요구할 수 있으며, 은행은 그 사실을 확인하고 바르게 처리하 여야 한다."
우리은행,예금,예금거래기본약관,제21조,(예금의 비밀보장),"① 은행은 금융실명거래및비밀보장에관한법률 등 법령에서 정한 경우를 제외하고는 거래 처의 거래내용에 대한 자료나 정보를 남에게 제공하지 않는다.
②은행은 거래처가 전산통신기기 등으로 무통장입금(송금 포함), 예금잔액 등에 관한 거래정보의 제공을 요청한 때에는 명의인․계좌번호․비밀번호(자동응답서비스(ARS)
는 계좌번호․비밀번호)가 맞으면 그 요청자를 본인으로 여겨 입금(송금)을 하고 입금 인, 입금액, 예금잔액 등에 관한 정보를 제공할 수 있으며, 이로 인하여 금융거래 정보누설 등으로 거래처에 손해가 생겨도 그 책임을 지지 않는다."
우리은행,예금,예금거래기본약관,제22조,(약관의 변경),"① 은행이 이 약관이나 입출금이자유로운예금약관,거치식·적립식예금약관(이하 총칭하여 본조에서 “약관등”이라 한다)을 변경하고자 하는 경우에는 변경되는 약관등의 시행 1개월 전에 그 내용을 영업점과 인터넷 홈페이지에 게시하여 거래처에 알린다.
*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 7 -

다만, 다음 각 호의 어느 하나에 해당하는 경우에는 변경된 약관등을 즉시 게시 또는 공고하여야 한다.
1. 법령의 개정, 제도의 개선 또는 관련 법령에 의한 약관변경권고(명령)로 인하여 긴급히 약관등을 변경한 경우
2. 약관등의 개정이 거래처에 유리한 경우
3. 변경 전 내용이 기존 거래처에 그대로 적용되는 경우
4. 기존 약관등의 내용이 실질적으로 변경되지 않는 단순한 문구 변경의 경우
② 은행은 약관등을 변경하는 경우 제1항에 따른 게시와는 별도로 변경되는 약관등의 시행일 1개월 전에 거래처에 변경 내용(신‧구조문대비표 포함)을 다음 각 호 중 1개(거래 처에 불리한 변경인 경우에는 3개) 이상의 방법으로 알리되, 제1호 내지 제3호의 방법이 포함되어야 한다. 다만, 전항 각 호의 어느 하나에 해당하는 경우에는 즉시 거래 처에 알린다.
1. 거래처가 신고한 정보에 따른 우편 또는 전자우편(E-mail)에 의한 통지
2. 거래처가 신고한 휴대전화 문자메시지(SMS, MMS) 또는 이에 준하는 거래처가 사전 동의한 전자적 의사표시에 의한 통지
3. 거래처와 약정한 별도의 전자기기(앱푸쉬 등)에 의한 통지
4. 거래통장에 표기
5. 현금자동지급기/현금자동입출금기설치장소에 게시 (이 경우 큰 문자를 사용하고 알아보기 쉬운 위치에 게시한다)
6. 인터넷뱅킹 및 모바일뱅킹 초기화면에 게시
③ 제2항에도 불구하고, 내용의 실질적 변경을 수반하지 않는 오탈자나 자구 수정 등 단순한 문구 변경인 경우는 제2항을 적용하지 아니한다.
④ 제1항의 게시 또는 제2항의 통지를 할 경우 “예금주가 변경에 동의하지 아니한 경우 제1항의 게시일 또는 제2항의 통지를 받은 날로부터 1개월 이내에 계약을 해지할 수있으며, 계약해지의 의사표시를 하지 아니한 경우에는 변경에 동의한 것으로 본다” 라는 취지의 내용을 함께 게시 또는 통지한다.
⑤ 제4항의 게시일 또는 통지를 받은 날로부터 1개월 이내에 계약해지의 의사표시가 도달하지 않으면 거래처가 변경에 동의한 것으로 본다."
우리은행,예금,예금거래기본약관,제23조,(약관적용의 순서),"① 은행과 거래처 사이에 개별적으로 합의한 사항이 약관조항과 다를 때에는 그 합의사 항을 약관에 우선하여 적용한다.
② 이 약관에 정한 사항과 입출금이 자유로운 예금약관 또는 거치식․적립식 예금약관에
서 정한 사항이 다를 때는 입출금이 자유로운 예금 약관이나 거치식․적립식 예금약 관을 먼저 적용한다.
*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다- .8 -"
우리은행,예금,예금거래기본약관,제24조,(기 타),"이 약관과 입출금이 자유로운 예금약관 또는 거치식․적립식 예금약관에서 정하지 않은 사항은 따로 약정이 없으면 관계법령, 어음교환소규약을 적용한다."
우리은행,예금,예금거래기본약관,제25조,(이의제기),거래처는 은행거래와 관련 하여 이의가 있을 때 거래 은행의 분쟁처리기구에 해결을 요구하거나 금융분쟁조정위원회 등을 통해 분쟁조정을 신청할 수 있다.
우리은행,예금,예금거래기본약관,제26조,(위법계약의 해지),"금융소비자는 「금융소비자보호에 관한 법률」 제47조 및 관련 규정이 정하는 바에 따라 서면 등으로 해당 계약의 해지를 요구할 수 있다.
[변경사항] 기가입고객 변경일 주요 내용 관련조항 적용여부 ○ 비밀번호 유출방지를 위한 제도 도입 ○ 약관변경시 대고객 공시의무 강화와 계약해지권 부여 제5,9,10,11,
2004.01.01 적용 ○ 예금이자율 변동에 대한 공시 강화 13,16,19, 20조 ○ 고객의 금융거래정보 변경신고 방법 개선
2008.02.11 ○ 금융사고자금 지급정지 제11조 적용 ○ 고객확인제도 강화로 실제소유자에 관한 사항 확인
2016.07.25 ○ 면책 조항 內 전자어음 등 전자적 정보의 형태로 제12,18조 적용 제시된 사항 추가
2016.12.30 ○ 휴면예금의 정의 및 출연 제9조의2 적용 ○ 생체정보(바이오정보) 활용한 거래 가능 제4,5,9,9조의2,10,
2021.02.15 ○ 약관의 변경시 안내수단 추가 12,13,15,18, 적용 (휴대전화, 별도의 전자 기기 등) 19,22조
2021.03.25 ○ 위법계약의 해지 제26조 적용
2022.05.16 ○ 고객의 작위․부작위에 대한 의사표시 간주 조항 제22조 적용
2023.04.19 ○ 약관의 변경 통지 및 수단 등 제22조 적용
2025.01.17 ○ 약관의 변경 통지 등 제22조 적용 *이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 9 -"
우리은행,예금,입출금이 자유로운 예금 약관,제1조,적용범위,"① 입출금이 자유로운 예금(이하 ‘이 예금’이라 한다)이란 예치기간을 정하지 아니하고 자유 로이 입출금하는 예금을 말한다.
② 이 약관에서 정하지 아니한 사항은 예금거래기본약관의 규정을 적용한다."
우리은행,예금,입출금이 자유로운 예금 약관,제2조,이자,"① 이 약관의 적용을 받는 예금 중 다음 예금의 이자는 해당 기준일에 셈하여 익일(이하 ‘원가일’이라 한다)에 원금에 더한다. 다만, 당좌예금과 가계당좌예금은 이자를 붙이지 아니하며, 그 외의 다른예금의 경우에도 은행이 정한 일정한 기준에 해당하는 경우에
는 이자를 붙이지 않는다.
1. 보통예금, 저축예금, 기업자유예금 : 매년 3월, 6월, 9월, 12월의 제3금요일
② 제①항의 예금이자는 최초 예금일 또는 원가일부터 원가일 또는 지급일 전날까지의 기간을 이자계산 기간으로 하고, 매일 최종잔액에 대하여 영업점에 게시한 금액별 이율로 이자를 셈한다.
③ 예금의 이자는 제1항에 따른 이자지급을 제외한 최종거래일로부터 5년까지는 제1항 및제2항에서 정한 방식으로 지급하고, 5년이 경과한 날부터는 이자를 원금에 더하지 않고, 계좌해지 또는 추가 입출금거래 발생일에 일괄 계산하여 지급할 수 있다."
우리은행,예금,입출금이 자유로운 예금 약관,제3조,거래중지계좌,"은행은 이 예금이 다음 각호의 1에 해당할 때에는 거래중지계좌로 따로 관리하여 입출금, 잔액조회, 이관 등의 거래를 제한할 수 있다. 다만, 거래처가 위 계좌로 입출금, 잔액조회, 이관 등을 은행창구에서 서면으로 신청한 때 은행은 금융거래목적확인서 등 서류를 징구하여 금융거래 목적을 확인 후 거래재개에 필요한 조치를 취하여야 한다.
1. 예금잔액이 10,000원 미만이며, 1년이상 입출금 거래가 없는 계좌
2. 예금잔액이 10,000원 이상 50,000원 미만이며, 2년이상 입출금 거래가 없는 계좌
3. 예금잔액이 50,000원 이상 100,000원 미만이며, 3년이상 입출금 거래가 없는 계좌"
우리은행,예금,입출금이 자유로운 예금 약관,제4조,은행제공 수표․어음용지에 의한 거래 및 어음발행내역 등록,"① 거래처는 은행이 내어준 수표, 어음용지로 거래하여야 하며, 1,000만원 이상의 어음을 발행하였을 경우 발행내역(발행일, 지급기일, 발행금액 등)을 금융결제원의 어음발행 관련 네트워크에 등록하여야 한다.
＊ 이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 1 -

② 제①항의 용지는 거래처가 요청할 때 은행이 내어준다. 다만, 거래처가 요청한 양이 많다고 판단될 때에는 이를 필요하다고 인정되는 양으로 제한할 수 있다."
우리은행,예금,입출금이 자유로운 예금 약관,제5조,거래제한,"① 가계당좌예금은 모든 금융기관을 통하여 1인 1계좌에 한한다.
② 거래처는 제4조 제①항의 규정에 따라 교부받은 가계수표용지에 인쇄된 발행한도금액 이내로 발행하여야 하며 은행은 발행한도를 넘는 수표에 대하여는 지급하지 않는다.
다만, 거래처가 은행(다른 은행 포함)과 직접거래할 때에는 발행한도액을 초과하여 발행할
수 있다.
③ 통장이 ‘전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법’에서 정의한 사기이용계좌로 사용될 경우, 통장명의인에 대한 계좌개설 및 현금카드 발급, 해당 통장의 인출·이체한도 축소 등 금융거래를 제한할 수 있다.
④ 6개월 이상 장기 미사용계좌에 대한 통장 재발행 요청 시 은행은 금융거래목적확인서
등 서류를 징구하여 금융거래 목적을 확인 후 거래재개에 필요한 조치를 취하여야 한다."
우리은행,예금,입출금이 자유로운 예금 약관,제6조,수표․어음금 지급과 지급위탁 취소,"① 은행은 제4조 제①항에 따라 내어준 수표나 어음에 적힌 금액을 거래처에서 지급위탁 받아 그 제시인에게 지급한다.
② 은행은 수표나 어음이 지급제시 기간 안에 제시된 때에만 지급한다. 다만, 수표는 지급 제시 기간이 지난 뒤에도 지급할 수 있다
③ 거래처가 이미 발행한 수표나 어음의 지급위탁을 취소할 때에는 은행이 마련한 서식으
로 신청하여야 하고 어음교환업무규약에 따라 수표나 어음에 적힌 금액을 담보금으로 예치하여야 한다."
우리은행,예금,입출금이 자유로운 예금 약관,제7조,지급특례,"① 제6조 제①항의 규정에 불구하고 거래처가 은행에 이행하여야 할 다음의 채무가 있을 때에는 은행은 수표나 지급청구서 없이 해당예금에서 지급하거나 대체결제할 수 있다.
1. 각종 이자, 보증료, 수수료
2. 수입어음 원금, 수출어음 부도대전
3. 어음교환업무규약에 따른 제재금
4. 콜자금 결제통지서나 콜자금 상환영수증으로 청구 받은 금액"
