chunk_id,doc_id,은행명,상품종류,상품이름,조항,조항이름,text
004442,DOC_00005,국민은행,대출,KB군인연금협약대출,제 13조,일부변제ㆍ 일부상계와 충당,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 13조 조항이름: 일부변제ㆍ 일부상계와 충당 ① 채무자가 변제하거나, 은행이 제10조에 의한 상계를 할 경우에, 채무전액을 없애기에 부족한 때에는 비용, 이자, 원금의 순서로 충당하기로 합니다. 그러나 은행은 채무자에게 불리하지 않 은 범위내에서 충당순서를 달리 할 수 있습니다. ② 변제 또는 상계될 채무가 수 개인 경우로서 채무전액이 변제 또는 상계되지 않을 경우 강제집 행 또는 담보권 실행경매에 의한 회수금에 대하여는 민법 기타 법률이 정하는 바에 따릅니다. ③ 변제 또는 상계될 채무가 수 개인 경우로서의 제2항에 해당되지 않는 임의의 상환금 또는 제 예 치금으로 채무자의 채무전액을 없애기에 부족한 때에는 채무자가 지정하는 순서에 따라 변제 또 는 상계에 충당하기로 합니다. 이 경우, 채무자의 지정이 이미 연체된 채무를 제쳐놓고 기한미도 래 채무에, 또는 무담보 채무를 제쳐놓고 유담보 채무에 충당하는 등 은행의 채권보전상 지장이 생길 염려가 있는 것일 때에는, 은행은 지체 없이 이의를 표시하고 은행이 변제나 상계에 충당 할 채무를 바꾸어 지정할 수 있습니다. ④ 채무자가 제11조에 의한 상계를 할 경우, 채무전액을 소멸시키기에 부족한 때에는, 채무자가 적당하다고 인정하는 순서에 의하여 상계에 충당할 채무를 지정할 수 있습니다. 그러나, 채무 자가 위와 같은 지정을 아니한 경우에는 제1항 및 제3항에 따르기로 합니다. ⑤ 제4항에 의한 채무자의 지정이 은행의 채권보전상 지장이 생길 염려가 있는 것인 때에는, 은 행은 지체 없이 이의를 표시하고, 이의 발송 후 14일 이내에, 제3항에 준하여 채권보전상 상당 하다고 인정되는 채무로 바꾸어 지정할 수 있습니다."
004443,DOC_00005,국민은행,대출,KB군인연금협약대출,제 14조,사고의 처리,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 14조 조항이름: 사고의 처리 ① 채무자가 발행배서 등을 한 어음 또는 채무자가 은행에 제출한 제 증서 등이 불가항력사 변재해수송도중의 사고 등 은행 자신의 책임없는 사유로 인하여 분실손상멸실 또는 연착한 경우 채무자는 은행의 장부ㆍ전표 등의 기록에 의하여 채무를 갚기로 하되, 채무자가 은행의 장부ㆍ전표 등의 기록과 다른 자료를 제시할 경우 은행의 기록과 채무자가 제시하는 자료를 상호 대조하여 채무를 확정한 후 갚기로 합니다. ② 채무자는 제1항의 분실ㆍ손상ㆍ멸실의 경우에 은행의 청구에 따라 곧 그에 대신할 어음이나 증서 등을 제출하여야 합니다. 다만, 은행이 제3자와의 거래에서 취득한 어음이나 증서의 경우 에는 제출하지 않아도 됩니다. ③ 제1항, 제2항에 의한 변제 또는 어음이나 증서의 제출로 인하여 채무자가 과실없이 이중의 지 급의무를 부담하게 됨으로 말미암은 손해는 은행이 부담하여야 합니다. ④ 은행이 어음이나 제 증서ㆍ신고서 등 서류의 인영ㆍ서명을, 채무자가 신고한 인감ㆍ서명과 상 당한 주의로써 대조하고, 틀림없다고 인정하여 처리한 때에는, 그 서류나 도장에 관하여 위조 ㆍ변조ㆍ도용 등의 사고가 있더라도, 이로 말미암은 손해는 채무자가 부담합니다."
004444,DOC_00005,국민은행,대출,KB군인연금협약대출,제 15조,신고사항의 변경,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 15조 조항이름: 신고사항의 변경 채무자가 이미 신고한 성명ㆍ주소ㆍ전화번호ㆍ인감ㆍ서명 등에 변경이 생긴 때에는, 지체없이 그 변경내용을 은행에 신고하여야 합니다."
004445,DOC_00005,국민은행,대출,KB군인연금협약대출,제 16조,자료의 성실 작성의무,은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 16조 조항이름: 자료의 성실 작성의무 채무자는 여신거래와 관련하여 은행에 제출하는 자료를 성실하게 작성ㆍ제출하여야 합니다.
004446,DOC_00005,국민은행,대출,KB군인연금협약대출,제 17조,통지의 효력,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 17조 조항이름: 통지의 효력 ① 은행이 채무자가 신고한 최종 주소로 서면통지 또는 기타 서류 등을 발송한 경우, 보통의 우송 기간이 경과한 때에 도달한 것으로 추정합니다. ② 채무자가 제15조에 의한 변경신고를 게을리 함으로 말미암아 제1항에 의하여 발송한 서면통지 또는 기타서류가 채무자에게 연착하거나 도달하지 아니한 때에는 보통의 우송기간이 경과한 때 에 도달한 것으로 봅니다. 다만, 상계통지나 기한전의 채무변제 청구 등 중요한 의사표시인 경 우에는 내용증명에 의한 경우에 한하여 도달한 것으로 봅니다. ③ 은행이 채무자에 대한 통지 등의 사본을 보존하고 또 그 발신의 사실 및 연월일을 장부 등에 명백히 기재한 때에는 발송한 것으로 추정합니다."
004447,DOC_00005,국민은행,대출,KB군인연금협약대출,제 18조,회보와 조사,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 18조 조항이름: 회보와 조사 ① 채무자는 은행이 채권보전상의 필요에 의하여 청구하는 때에는 부채현황, 채무자 및 보증인의 신용상태나 담보의 상황에 관하여, 지체없이 회보하며, 또 은행이 그에 관하여 조사하고자 할 때에는, 이에 협조하여야 합니다. ② 채무자는 채무자 및 보증인의 신용상태나 담보의 상황에 관하여, 중대한 변화가 생기거나 생 길 염려가 있을 때에는, 은행의 청구가 없더라도, 곧 은행앞으로 이를 통지하여야 합니다."
004448,DOC_00005,국민은행,대출,KB군인연금협약대출,제 19조,이행장소ㆍ준거법,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 19조 조항이름: 이행장소ㆍ준거법 ① 채무의 이행장소는, 다른 약정이 없는 한, 거래영업점으로 합니다. 다만, 부실채권의 관리 등 상당한 사유로 채권관리업무를 은행의 본점ㆍ지역본부 또는 다른 영업점으로 이관한 경우에는, 이관받은 본점ㆍ지역본부 또는 다른 영업점을 그 이행장소로 합니다. ② 채무자가 내국인이 아닌 경우라도, 이 약관에 터 잡은 여신거래에 관하여 적용될 법률은, 국 내법을 적용합니다."
004449,DOC_00005,국민은행,대출,KB군인연금협약대출,제 20조,약관ㆍ 부속약관 변경,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 20조 조항이름: 약관ㆍ 부속약관 변경 ① 은행이 이 약관을 변경하거나 부속약관을 채무자에게 불리하게 변경하고자 할 경우, 은행은 변경예정일 직전 1개월간 회사의 영업점, 홈페이지에 변경내용을 게시합니다. ② 제1항의 변경내용이 채무자에게 불리한 경우 은행은 이를 서면 등 채무자와 사전에 합의한 방법 으로 변경 전 최소 30일 전까지 개별통지 합니다. 다만, 기존 채무자에게 변경 전 내용이 그 대로 적용되는 경우 또는 채무자가 변경내용에 대한 통지를 받지 아니하겠다는 의사를 명시적 으로 표시한 경우에는 그러하지 아니합니다. ③ 은행은 제2항의 통지를 할 경우 채무자가 변경에 동의하지 아니한 경우 통지를 받은 날로부 터 30일 이내에 계약을 해지할 수 있으며 계약해지의 의사표시를 하지 아니한 경우에는 변경 에 동의한 것으로 본다.라는 취지의 내용을 함께 통지하여야 합니다. ④ 채무자가 제3항의 통지를 받은 날로부터 30일 이내에 계약해지의 의사표시를 하지 아니한 경 우에는 변경에 동의한 것으로 봅니다. ⑤ 은행은 약관을 영업점에 비치 또는 게시하여 채무자가 요구할 경우 이를 교부 하여야 합니다."
004450,DOC_00005,국민은행,대출,KB군인연금협약대출,제 21조,관할법원의 합의,"은행명: KBbank 상품종류: 대출 상품이름: KB군인연금협약대출 조항: 제 21조 조항이름: 관할법원의 합의 이 약관에 터 잡은 여신거래에 관하여 은행과 채무자 또는 보증인 또는 물상보증인 사이에 소송 의 필요가 생긴 때에는, 법이 정하는 관할법원과 아울러 은행의 거래영업점 소재지 지방법원을 관 할법원으로 합니다. 다만, 채무자의 책임있는 사유로 부실채권이 발생되어 그 채권의 관리를 위하 여 은행이 본점ㆍ지역본부 또는 다른 영업점으로 그 채권관리업무를 이관한 경우에는, 법이 정하 는 관할법원과 아울러 이관받은 본점ㆍ지역본부 또는 다른 영업점의 소재지 지방법원을 관할법원 으로 합니다. 거래처는 은행거래와 관련하여 이의가 있을 때 거래은행의 분쟁기구에 해결을 요구하거나, 금융분쟁조정위원회등을 통해 분쟁조정을 신청할 수 있습니다."
004451,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 1조,적용범위,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 1조 조항이름: 적용범위 이 약관은 주택자금 기타의 가계자금대출과 이에 준하는 가계부업자금대출, 지급보증 등의 가계 용 여신에 관련된 은행과 개인인 채무자 사이의 모든 거래에 적용됩니다."
004452,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 2조,어음채권과 여신채권,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 2조 조항이름: 어음채권과 여신채권 채무자(차주, 지급보증신청인 등 은행에 대하여 채무를 부담하는 사람을 말합니다. 이하 같습니 다)가 발행ㆍ배서ㆍ보증ㆍ인수한 어음에 의한 여신의 경우, 은행은 어음채권 또는 여신채권의 어 느 것에 의하여도 청구할 수 있습니다."
004453,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 3조,이자등과 지연배상금,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 3조 조항이름: 이자등과 지연배상금 ① 이자ㆍ보증료ㆍ수수료 등(이하 이자 등이라고 합니다)의 율ㆍ계산방법ㆍ지급의 시기 및 방법 에 관해, 은행은 법령이 허용하는 한도 내에서 은행이 정할 수 있으며, 채무자가 해당사항을 계 약 체결 전에 상품설명서 및 홈페이지 등에서 확인 할 수 있도록 합니다. ② 이자 등의 율은 거래계약시에 채무자가 다음의 각 호 중 하나를 선택하여 적용할 수 있습니다. 1. 채무의 이행을 완료할 때까지 은행이 그 율을 변경할 수 없음을 원칙으로 하는 것 2. 채무의 이행을 완료할 때까지 은행이 그 율을 수시로 변경할 수 있는 것 ③ 제2항 제1호를 선택한 경우에 채무이행완료 전에 국가경제금융사정의 급격한 변동 등으로 계 약 당시에 예상할 수 없는 현저한 사정변경이 생긴 때에는 은행은 채무자에 대한 개별통지에 의 하여 그 율을 인상인하 할 수 있기로 합니다. 이 경우 변경요인이 해소된 때에는 은행은 해 소된 상황에 부합되도록 변경하여야 합니다. ④ 제2항 제2호를 선택한 경우에 이자 등의 율에 관한 은행의 인상인하는 건전한 금융관행에 따라 합리적인 범위내에서 이루어져야 합니다. ⑤ 채무자가 은행에 대한 채무의 이행을 지체한 경우에는, 곧, 지급하여야 할 금액에 대하여 법령이 정하는 제한내에서 은행이 정한 율로, 1년을 365일(윤년은 366일)로 보고 1일 단위로 계산한 지체일수에 해당하는 지연배상금을 지급하기로 하되, 금융사정의 변화 그 밖의 상당한 사유로 인하여 법령에 의하여 허용되는 한도내에서 율을 변경할 수 있습니다. 다만, 외국환거래에 있어서는 국제관례상관습 등에 따릅니다. ⑥ 은행이 이자 등과 지연배상금의 계산방법ㆍ지급의 시기 및 방법을 변경하는 경우에, 그것이 법령에 의하여 허용되는 한도내이고 금융사정 및 그 밖의 여신거래에 영향을 미치는 상황의 변화로 인하여 필요한 것일 때에는 변경후 최초로 이자를 납입하여야 할 날부터 그 변경된 사항이 적용됩니다. ⑦ 제4항, 제5항 및 제6항에 따라 변경하는 경우 은행은 그 변경 기준일부터 1개월간 모든 영업점 및 은행이 정하는 전자매체 등에 이를 게시하여야 합니다. 다만, 특정채무자에 대하여 개별적으로 변경하는 경우에는 개별통지하여야 합니다. ⑧ 제3항 및 제6항에 의하여 채무자에게 예상하지 못한 불이익이 초래되는 경우에, 채무자는 변경후 최초로 이자를 납입하여야 할 날부터 1개월 이내에 계약을 해지할 수 있습니다. 이 경우 해지일까지는 변경전의 이율 등을 적용하기로 하고, 채무자가 그 해지로 인하여 발생한 은행에 대한 반환채무이행을 지체한 경우에는 변경전의 지연배상금률 등을 적용합니다. ⑨ 제1항 및 제2항 제2호에 의한 이자 등의 율과 관련하여 은행이 정하는 바에 따라 채무자는 약정당시와 비교하여 신용상태의 현저한 변동이 있다고 인정되는 경우 합리적인 근거를 제시하고 금리변경을 요구할 수 있습니다. 이 경우 은행은 그 적정성 여부를 성실히 심사하고 이에 따른 필요한 조치를 취할 경우 그 결과를 곧 통지하여야 합니다. 제4조 비용의 부담 ① 채무자는 채무불이행에 따라 발생하는 다음 각 호의 비용을 부담하여야 합니다. 1. 채무자ㆍ보증인 또는 물상보증인에 대한 은행의 채권 또는 담보권의 행사나 보전[가압류 또는 가처분(그 해지도 포함)등을 말함] 2. 담보목적물의 조사 또는 추심 비용 3. 채무이행의 독촉을 위한 통지 비용 ② 제1항에 의한 비용을 채무자가 지급하지 않아서,은행이 대신 지급한 경우에는, 채무자는 곧 이를 갚아야 합니다. 채무자가 이를 곧 갚지 아니하는 때에는 은행이 대신 지급한 금액에, 대신 지급한 날부터 다 갚는 날까지의 날짜수 만큼, 상법 제54조(상사법정이율)에 의한 연 6푼의 범위 내에서 약정금리로, 1년을 365일(윤년은 366일)로 보고 1일 단위로 계산한 금액을 더하여 갚아야 합니다. ③ 은행은 대출약정을 하기 전에 채무자가 미리 알 수 있도록, 별도의 서면에 의하여 약정이자,기한 도래일전 상환수수료 및 대출로 인하여 채무자가 부담하여야 할 부대비용의 항목과 금액을 설명 하여야 합니다. 아울러 약정이자와 성격이 유사한 수수료 등을 합산한 실질유효금리를 산정하여 설명하여야 합니다."
004454,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 42조,대출계약 철회,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 42조 조항이름: 대출계약 철회 ① 채무자는 계약서류를 발급받은 날(계약 서류를 발급받은 날보다 대출금의 지급이 늦게 이루어진 경우에는 대출 실행일)로부터 14일(이하, 철회기한 이라 한다) 이내에 서면, 전화, 컴퓨터통신 으로 대출계약 철회의 의사를 표시할 수 있습니다. ② 제1항에도 불구하고 다음 각 호에 해당하는 경우에는 대출계약 을 철회할 수 없습니다. 1. 대출금액이 4천만원을 초과하는 신용대출 2. 대출금액이 2억원을 초과하는 담보대출 3. 외부기관 위탁대출 및 기타 협약대출(다만, 한국주택금융공사 유동화 대상 대출 등 은행이 별도 로 정하는 대출은 제외) ③ 제1항에 따른 대출계약 철회는 채무자가 철회기한 이내에 원금과 이자 및 다음 각 호의 부대 비용을 전액 반환한 때 그 효력이 발생합니다. 1. (근)저당권설정계약서 및 지상권설정계약서 제3조 제4항에 따라 채무자가 부담하여야 하는 비용 2. 해당 대출과 관련하여 은행에서 지급한 인지세 등 제세공과금 3. 해당 대출과 관련하여 은행에서 지급한 보증료 또는 보험료 ④ 은행은 대출계약 철회의 효력이 발생한 날로부터 3영업일 이내에 해당 대출과 관련하여 채무자 로부터 지급받은 수수료 등을 반환합니다. ⑤ 은행은 채무자에게 대출계약 철회에 따른 손해배상금 또는 위약금 등을 청구하지 않습니다. ⑥ 은행은 다음 각 호에 해당하는 경우 채무자의 대출계약 철회를 제한할 수 있습니다. 1. 해당 은행을 대상으로 1년 이내에 2회 초과하여 대출계약을 철회하는 경우 2. 전체 금융회사를 대상으로 1개월 이내에 1회 초과하여 대출계약을 철회하는 경우 ⑦ 은행은 제1항에 따른 철회기한 내에 채무자가 대출금 전액에 대한 상환을 요청하는 경우, 채무자의 철회의사를 확인하여 처리합니다. 다만, 상환에 따른 수수료가 발생하지 않는 경우 확인절차를 생략할 수 있습니다."
004455,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 5조,자금의 용도 및 사용,은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 5조 조항이름: 자금의 용도 및 사용 채무자는 여신신청시 자금의 용도를 명확하게 제시하고 은행과의 여신거래로 받은 자금을 그 거래 당초에 정해진 용도와 다른 용도로 사용하지 않습니다. 지급보증 기타 은행으로부터 받은 신용의 경우에도 또한 같습니다.
004456,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 6조,담보의 제공,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 6조 조항이름: 담보의 제공 채무자 또는 보증인의 책임 있는 사유로 신용이 악화되거나 담보물의 가액 감소가 현저한 경우, 채무자 또는 보증인은 채권보전을 위한 은행의 청구에 의하여 그 원상회복 및 담보의 보충을 하여야 합니다."
004457,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 7조,기한전의 채무변제의무,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 7조 조항이름: 기한전의 채무변제의무 동 조항의 밑줄 친 부분은 공정거래위원회의 표준약관과 다릅니다. ① 채무자에 관하여 다음 각 호에서 정한 사유중 하나라도 발생한 경우에는, 은행으로부터의 독촉 ㆍ통지 등이 없어도, 채무자는 당연히 은행에 대한 모든 채무의 기한의 이익을 상실하여(지급보 증거래에 있어서의 사전구상채무 발생을 포함합니다. 이하 같습니다) 곧 이를 갚아야할 의무를 집니다. 1. 제 예치금 기타 은행에 대한 채권에 대하여 가압류ㆍ압류명령이나 체납처분 압류통지가 발송 된 때 또는 기타의 방법에 의한 강제집행 개시나 체납처분 착수가 있는 때. 다만, 담보재산 이 존재하는 채무의 경우에는 채권회수에 중대한 지장이 있는 때에만 가압류를 사유로 기한 의 이익을 상실합니다. 2. 채무자가 제공한 담보재산(제1호의 제 예치금 기타 은행에 대한 채권은 제외)에 대하여 압류 명령이나 체납처분 압류통지가 발송된 때 또는 기타의 방법에 의한 강제집행 개시나 체납처 분 착수가 있는 때 3. 채무불이행자명부 등재신청이 있는 때 4. 어음교환소의 거래정지처분이 있는 때 5. 개인회생절차 또는 파산절차의 신청이 있는 때 6. 도피 기타의 사유로 지급을 정지한 것으로 인정된 때 ② 채무자에 관하여 다음 각 호에서 정한 사유중 하나라도 발생한 경우에는, 채무자는 당연히 당해 채무의 기한의 이익을 상실하여, 곧 이를 갚아야 할 의무를 집니다. 다만, 은행은 기한의 이익상 실일 7영업일전까지 다음 각 호의 채무이행지체사실과 대출잔액 전부에 대하여 연체료가 부과될 수 있다는 사실을 채무자에게 서면으로 통지하여야 하며, 기한의 이익상실일 7영업일전까지 통 지하지 않은 경우에는 채무자는 실제통지가 도달한 날부터 7영업일이 경과한 날에 기한의 이익 을 상실하여 곧 이를 갚아야(또는 이행)할 의무를 집니다. 1. 이자를 지급하여야 할 때부터 1개월(주택담보대출의 경우 2개월)간 지체한 때 2. 분할상환금 또는 분할상환원리금의 지급을 2회(주택담보대출의 경우 3회)이상 연속하여 지 체한 때 ③ 채무자에 관하여 다음 각 호에서 정한 사유중 하나라도 발생하여 은행의 채권보전에 현저한 위 험이 예상될 경우 은행은 서면으로 변제, 압류 등의 해소, 신용의 회복 등을 독촉하고, 그 통지 의 도달일부터 10일 이상으로 은행이 정한 기간이 경과하면 채무자는 은행에 대한 모든 채무의 기한의 이익을 상실하여, 곧 이를 갚아야 할 의무를 집니다. 1. 은행에 대한 수 개의 채무 중 하나라도 기한에 변제하지 아니하거나 제2항 또는 제4항에 의하여 기한의 이익을 상실한 채무를 변제하지 아니한 때 2. 제1항 제1호 및 제2호 외의 재산에 대하여 압류ㆍ체납처분이 있는 때 3. 채무자의 제1항 제1호 외의 재산에 대하여, 민사집행법상의 담보권 실행등을 위한 경매개시 가 있거나 가압류 통지가 발송되는 경우로서, 채무자의 신용이 현저하게 악화되어 채권회수 에 중대한 지장이 있을 때 4. 제5조, 제18조에서 정한 약정을 위반하여 건전한 계속거래 유지가 어렵다고 인정된 때 5. 신용정보관리규약상 신용거래정보중 연체정보, 대위변제대지급정보, 부도정보, 관련인 정보, 금융질서문란정보 및 공공기록정보로 등록된 때 ④ 채무자에 관하여 다음 각 호에서 정한 사유 중 하나라도 발생한 경우에 은행은 서면으로 독촉하 고, 그 통지의 도달일부터 10일 이상으로 은행이 정한 기간이 경과하면 채무자는 은행에 대해 당해채무 전부의 기한의 이익을 상실하여, 곧 이를 갚아야 할 의무를 집니다. 1. 제6조에서 정한 약정을 이행하지 아니한 때 2. 담보물에 대한 화재보험 가입의무를 이행하지 아니한 때, 은행을 해할 목적으로 담보물건 을 양도하여 은행에 손해를 끼친 때, 주택자금 대출을 받아 매입 또는 건축한 당해주택의 담보제공을 지체한 때, 기타 은행과의 개별약정을 이행하지 아니하여 정상적인 거래관계 유지가 어렵다고 인정된 때 3. 보증인이 제1항에 해당하거나 제3항 제2호 및 제3호에 해당하는 경우로서, 상당한 기간내 에 보증인을 교체하지 아니한 때 ⑤ 제1항 내지 제4항에 의하여 채무자가 은행에 대한 채무의 기한의 이익을 상실한 경우라도, 은 행의 명시적 의사표시가 있거나, 은행이 분할상환금ㆍ분할상환원리금ㆍ이자ㆍ지연배상금을 받 는 등 정상적인 거래의 계속이 있는 때에는, 그 채무 또는 은행이 지정하는 채무의 기한의 이 익은 그 때부터 부활됩니다."
004458,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 8조,기한이익 상실의 연대보증인에 대한 통지,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 8조 조항이름: 기한이익 상실의 연대보증인에 대한 통지 ① 제7조 제1항 각 호에 의하여 기한이익이 상실될 때, 은행은 제1호ㆍ제4호의 경우에는 기한의 이익 상실사유가 발생한 날부터, 제2호ㆍ제3호ㆍ제5호의 경우에는 기한의 이익 상실사유를 은 행이 인지한 날부터 각 15영업일 이내에 연대보증인에게 서면으로 그 내용을 통지하여야 합니다. ② 제7조 제3항과 제4항 각 호에 의하여 기한이익이 상실되는 경우, 은행은 기한의 이익이 상실 된 날부터 15영업일 이내에 연대보증인에게 서면으로 그 내용을 통지하여야 합니다. ③ 제1항 및 제2항에 의하여 연대보증인에게 기한이익 상실을 통지한 경우라도, 제7조 제5항에 해당되어 기한이익이 부활된 채무에 대하여는 계속거래를 위한 연대보증인의 동의를 요하지 않습니다. 이 경우 은행은 기한이익이 부활된 채무의 연대보증인에게 15영업일 이내에 서면으 로 부활통지를 하여야 합니다. ④ 제7조 제2항 각 호에 의하여 기한이익이 상실되는 경우, 은행은 기한의 이익이 상실된 날부터 15영업일 이내에 연대보증인에게 서면으로 그 내용을 통지하여야 합니다."
004459,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 9조,기한전의 임의 상환,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 9조 조항이름: 기한전의 임의 상환 채무자는 약정한 상환기일이 도래하기 전이라도, 미리 아무런 배상금 부담 없이, 원금의 전부 또 는 일부를 갚을 수 있습니다. 그러나 은행의 수수료의 정함이 있는 경우에는 채무자는 이를 부담 하여야 합니다."
004460,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 10조,은행으로부터의 상계,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 10조 조항이름: 은행으로부터의 상계 ① 채무의 변제기가 도래하였거나, 제7조에 의하여 이를 곧 갚아야 할 경우, 은행은 채무자의 그 채무와 채무자의 은행에 대한 예금 기타의 채권과를 그 채권의 기한도래 여부에 불구하고, 서 면통지에 의하여 상계할 수 있습니다. ② 제1항에 따라 채무자의 채무와 채무자 및 보증인의 제 예치금 기타 채권(이하 제 예치금 등 이라 합니다)과를 상계 할 경우, 은행은 상계에 앞서 채무자 및 보증인의 제 예치금 등에 대하 여 일시적인 지급정지조치를 취할 수 있기로 하되, 채무자와 보증인의 제 예치금 등에 대하여 지급정지 조치를 취한 경우에는 그 사실을 지체 없이 해당 제 예치금 등의 명의인에게 통지하여 야 합니다. ③ 제1항에 의한 상계를 실행하는 경우에는 채무자ㆍ보증인ㆍ담보제공자의 정당한 이익을 고려하여 신속히 실행하여야 하며, 채권ㆍ채무에 대한 이자ㆍ지연배상금의 계산기간은 은행의 상계통지가 채무자에게 도달한 날까지로 하고, 그 율은 은행에서 정한 바에 따르기로 합니다. 이 경우, 기한 미도래 예금 등의 이율은 해당 예금 등의 가입시 은행과 약정한 이율로 합니다."
004461,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 11조,채무자로부터의 상계,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 11조 조항이름: 채무자로부터의 상계 ① 채무자는 채무자의 기한도래 한 예금 기타의 채권과 은행에 대한 채무와를, 그 채무의 기한도 래 여부에 불구하고, 서면통지에 의하여 상계할 수 있습니다. 이 경우, 상계한 예금 기타 채 권의 증서ㆍ통장은, 채무자가 그 거래용으로 신고한 도장을 찍거나 서명을 하여, 지체 없이 은행에 제출하여야 합니다. ② 제1항에 의한 상계를 하는 경우, 채권ㆍ채무에 대한 이자ㆍ지연배상금의 계산기간은, 채무자의 상계통지가 은행에 도달한 날까지로 하고, 그 율은 은행에서 정한 바에 따르며, 수수료의 정함 이 있는 때에는 채무자가 이를 부담하여야 합니다."
004462,DOC_00005,국민은행,대출,KB그린리모델링협약대출가계,제 12조,어음의 제시ㆍ교부,"은행명: KBbank 상품종류: 대출 상품이름: KB그린리모델링협약대출가계 조항: 제 12조 조항이름: 어음의 제시ㆍ교부 ① 어음이 따르는 거래에 있어서, 은행이 어음채권에 의하지 아니하고 제10조에 의한 상계를 할 때에는, 은행은 그 어음을 상계와 동시에 반환하지 아니하여도 되며, 어음의 반환장소는 그 거래영업점으로 합니다. 이 경우 은행은 어음을 찾아가도록 지체없이 채무자에게 통지하여야 합니다. 제11조에 의한 상계에 따른 어음의 처리도 같습니다. ② 은행이 어음채권에 의하여 제10조에 의한 상계를 할 때에는, 다음 각 호의 경우에 한하여, 어 음의 제시 또는 교부를 하지 않아도 되며, 이 경우의 어음의 처리도 제1항과 같습니다. 1. 은행이 채무자의 소재를 알 수 없을 때 2. 은행이 어음의 지급장소인 때 3. 교통ㆍ통신의 두절, 추심 기타의 사유로 제시 또는 교부의 생략이 부득이 하다고 인정되는 때 ③ 제10조, 제11조에 의한 상계를 하고도, 곧 이행하여야 할 나머지 채무가 있을 경우에, 어음 에 채무자 이외의 어음상 채무자가 있는 때에는, 은행은 그 어음을 계속 점유하고 추심 또는 처분한 후, 그 대금으로, 제13조에 준하여, 채무의 변제에 충당할 수 있습니다. ④ 은행이 어음채권의 시효중단을 위하여 독촉을 할 경우에도, 어음의 제시를 생략할 수 있습니다."
